Sr. No.,Page,College Code,College Name,Course Code,Course Name,Status,Level,Stage,Caste/Category,Cut‑off Rank,Cut‑off Percentile
15971,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,40301,86.1969983
15972,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,69149,75.3516004
15973,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GNT3H,61388,78.4507504
15974,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,44777,84.5942451
15975,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSEBCH,52588,81.8151897
15976,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,35735,87.9526086
15977,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSCH,90406,66.1855163
15978,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOBCH,39325,86.5743889
15979,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSEBCH,52310,81.8420405
15980,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,41738,85.7455441
15981,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,43668,85.0982359
15982,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,27739,90.7468896
15983,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,28135,90.5124049
15984,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,31433,89.3321697
15985,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,27227,90.8626784
15986,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSTO,28501,90.4350482
15987,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,State Level,I,DEFOPENS,33951,88.5539410
15988,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,State Level,I,TFWS,26431,91.2367752
15989,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,State Level,I,EWS,52897,81.7658119
15990,1337,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679637210,Electronics and Telecommunication Engg,Un-Aided,State Level,VII,ORPHAN,29386,90.0992619
15991,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,78531,71.7115000
15992,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,95371,63.5370419
15993,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GNT3H,97477,63.0701676
15994,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,82724,69.8003760
15995,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSEBCH,169437,13.0626183
15996,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,77040,72.2338818
15997,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSCH,136559,40.2848342
15998,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LNT2H,152318,28.7003692
15999,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOBCH,93893,65.0377535
16000,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOBCH,90103,66.4751458
16001,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,89839,66.4751458
16002,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,LSTH,84656,69.0659616
16003,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Other Than Home University Candidates,II,LVJH,66302,76.5963466
16004,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,49021,83.0327460
16005,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSCO,87782,67.6158803
16006,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOBCO,58269,79.6526596
16007,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,64434,77.2074577
16008,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOBCO,74596,73.3652047
16009,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSEBCO,110296,56.8466110
16010,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSTO,50008,82.7099252
16011,1338,06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",0679661210,Mechanical Engineering,Un-Aided,State Level,I,DEFOPENS,145303,34.5790896
16012,1339,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679719110,Civil Engineering,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,I,GOPENH,173472,8.0594430
16013,1339,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679719110,Civil Engineering,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,166605,15.9803473
16014,1339,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679724210,Computer Science and Engineering,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,I,GSCH,164532,18.1287777
16015,1339,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679724210,Computer Science and Engineering,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,I,GSEBCH,82684,69.8003760
16016,1339,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679724210,Computer Science and Engineering,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,VII,GNT2H,83120,69.7604398
16017,1339,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679724210,Computer Science and Engineering,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,VII,LSTH,86948,67.8622856
16018,1339,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679724210,Computer Science and Engineering,Un-Aided Home University : Shivaji University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSEBCO,163254,19.1157452
16019,1339,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679725910,Mechanical and Mechatronics Engineering (Additive Manufacturing),Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,VII,GOBCH,166023,16.2979967
16020,1340,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679729310,Electrical Engineering,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,VII,GSCH,144055,35.2166182
16021,1340,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679729310,Electrical Engineering,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,VII,GOBCO,145858,34.1954023
16022,1340,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679729310,Electrical Engineering,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,VII,LSCO,159575,22.4081803
16023,1341,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679737210,Electronics and Telecommunication Engg,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,I,GOPENH,119078,51.2783205
16024,1341,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679737210,Electronics and Telecommunication Engg,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,I,LOPENH,104678,59.9791975
16025,1341,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679737210,Electronics and Telecommunication Engg,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,I,LSEBCH,111213,56.0103934
16026,1341,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679737210,Electronics and Telecommunication Engg,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOBCH,148623,31.6234334
16027,1341,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679737210,Electronics and Telecommunication Engg,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,VII,GVJH,131463,43.9565943
16028,1341,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679737210,Electronics and Telecommunication Engg,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,VII,GOBCH,129959,44.8929536
16029,1341,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679737210,Electronics and Telecommunication Engg,Un-Aided Home University : Shivaji University,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSCO,147342,32.8344132
16030,1341,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679737210,Electronics and Telecommunication Engg,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,I,LOPENO,97694,62.9029550
16031,1341,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679737210,Electronics and Telecommunication Engg,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Home University Candidates,I,LSEBCO,98225,62.8351694
16032,1341,06797,"Dnyanshree Institute Engineering and Technology, Satara",0679737210,Electronics and Telecommunication Engg,Un-Aided Home University : Shivaji University,State Level,VII,DEFOBCS,116206,53.5178490
16033,1342,06799,"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",0679924210,Computer Science and Engineering,Un-Aided Home University : Shivaji University,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,175386,6.0443251
16034,1342,06799,"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",0679924510,Computer Engineering,Un-Aided Home University : Shivaji University,Home University Seats Allotted to Other Than Home University Candidates,I,GOPENH,176533,4.4598042
